AIR FRANCE - KLM  ;VICAT             ;ALTRAN TECHN.     ;BENETEAU          ;FIMALAC           ;EUROFINS SCIENTIF.;MANITOU B.F.      ;APRIL GROUP       ;SECHE ENVIRON.    ;BOLLORE           ;CARBONE LORRAINE  ;NEXANS            ;GENERALE DE SANTE ;CREDIT AGRICOLE   ;SOPRA GROUP       ;SILIC             ;MAUREL ET PROM    ;ATOS ORIGIN       ;TELEPERFORMANCE   ;HERMES INTL       ;VILMORIN CLAUSE C.;M6-METROPOLE TV   ;DERICHEBOURG      ;UBISOFT ENTERT.   ;TF1               ;EADS              ;ORCO PROPERTY GRP.;SECHILIENNE-SIDEC ;RALLYE            ;SPERIAN PROTECTION;TRIGANO           ;RODRIGUEZ GROUP   ;SEQUANA           ;GFI INFORMATIQUE  ;BONDUELLE         ;FONCIERE DES REGI.;FFP               ;BOURBON           ;HAULOTTE GROUP    ;ALTEN             ;SOITEC SILICON    ;GROUPE STERIA SCA ;SAFRAN            ;IPSOS             ;JC DECAUX SA      ;AIR LIQUIDE       ;CGG VERITAS       ;CARREFOUR         ;CNP ASSURANCES    ;TOTAL             ;GUYENNE GASCOGNE  ;L'OREAL           ;VALLOUREC         ;ACCOR             ;BOUYGUES          ;LAFARGE           ;NEOPOST           ;SANOFI-AVENTIS    ;AXA               ;GROUPE DANONE     ;NATIXIS           ;PERNOD-RICARD     ;IMERYS            ;BIC               ;CIMENTS FRANCAIS  ;LVMH MOET HENNESSY;KAUFMAN ET BROAD  ;EURAZEO           ;FAURECIA          ;WENDEL            ;SODEXO            ;MICHELIN          ;EULER HERMES      ;THALES            ;TOTAL GABON       ;PPR               ;PEUGEOT SA        ;CLUB MEDITERRANEE ;ESSILOR INTL      ;NRJ GROUP         ;SEB               ;HAVAS             ;KLEPIERRE         ;SCHNEIDER ELECTRIC;VEOLIA ENVIRON.   ;UNIBAIL-RODAMCO   ;SAINT-GOBAIN      ;CAP GEMINI        ;INGENICO          ;CANAL +           ;VINCI             ;CASINO GUICH.PER. ;ZODIAC            ;VIVENDI           ;ADECCO SA         ;ALLIANZ AG        ;DEXIA             ;SCHLUMBERGER LTD  ;GENERAL ELECTRIC  ;STMICROELECTRONICS;HSBC HOLDINGS PLC ;ALCATEL LUCENT    ;LAGARDERE SCA     ;VALEO             ;REMY COINTREAU    ;CHRISTIAN DIOR    ;EIFFAGE           ;PUBLICIS GROUPE SA;DASSAULT SYSTEMES ;SOCIETE GENERALE A;BNP PARIBAS       ;GECINA            ;TECHNIP           ;ERAMET            ;RENAULT           ;FRANCE TELECOM    ;HARMONY GOLD      ;THOMSON           ;ORPEA             ;ILIAD             ;SES               ;GEMALTO           ;BIOMERIEUX        ;PAGESJAUNES       ;NEXITY            ;AUTOROUTES P.R.R. ;MAROC TELECOM     ;GDF SUEZ          ;ALSTOM            ;MERCIALYS         ;EUTELSAT COMMUNIC.;EDF               ;IPSEN             ;LEGRAND           ;ARKEMA            ;ADP               ;EDF ENERGIES NOUV ;SCOR REGROUPE     ;NYSE EURONEXT     ;REXEL             ;RHODIA            ;PARIS RE          ;BUREAU VERITAS    ;ARCELORMITTAL     
01/04/2008;09:01
AIR FRANCE - KLM  ;01/04/2008;09:01;17,840
AIR FRANCE - KLM  ;02/04/2008;09:01;19,280
AIR FRANCE - KLM  ;03/04/2008;09:01;19,500
AIR FRANCE - KLM  ;04/04/2008;09:01;19,390
AIR FRANCE - KLM  ;07/04/2008;09:01;19,350
AIR FRANCE - KLM  ;08/04/2008;09:01;19,500
AIR FRANCE - KLM  ;09/04/2008;09:01;18,980
AIR FRANCE - KLM  ;10/04/2008;09:01;18,600
AIR FRANCE - KLM  ;11/04/2008;09:01;18,800
AIR FRANCE - KLM  ;14/04/2008;09:01;18,520
AIR FRANCE - KLM  ;15/04/2008;09:01;18,500
AIR FRANCE - KLM  ;16/04/2008;09:01;18,320
AIR FRANCE - KLM  ;17/04/2008;09:01;18,900
AIR FRANCE - KLM  ;18/04/2008;09:01;18,860
AIR FRANCE - KLM  ;21/04/2008;09:01;19,540
AIR FRANCE - KLM  ;22/04/2008;09:01;19,520
AIR FRANCE - KLM  ;23/04/2008;09:01;19,150
AIR FRANCE - KLM  ;24/04/2008;09:01;18,430
AIR FRANCE - KLM  ;25/04/2008;09:01;18,900
AIR FRANCE - KLM  ;28/04/2008;09:01;19,330
AIR FRANCE - KLM  ;29/04/2008;09:01;19,180
AIR FRANCE - KLM  ;30/04/2008;09:01;19,240
VICAT             ;01/04/2008;09:01;54,600
VICAT             ;02/04/2008;09:01;56,400
VICAT             ;03/04/2008;09:01;58,990
VICAT             ;04/04/2008;09:01;59,000
VICAT             ;07/04/2008;09:01;59,800
VICAT             ;08/04/2008;09:01;59,450
VICAT             ;09/04/2008;09:01;59,290
VICAT             ;10/04/2008;09:01;59,190
VICAT             ;11/04/2008;09:01;59,200
VICAT             ;14/04/2008;09:01;59,000
VICAT             ;15/04/2008;09:01;59,800
VICAT             ;16/04/2008;09:01;60,000
VICAT             ;17/04/2008;09:01;62,700
VICAT             ;18/04/2008;09:01;62,000
VICAT             ;21/04/2008;09:01;62,500
VICAT             ;22/04/2008;09:01;63,250
VICAT             ;23/04/2008;09:01;62,300
VICAT             ;24/04/2008;09:01;62,200
VICAT             ;25/04/2008;09:01;61,200
VICAT             ;28/04/2008;09:01;60,500
VICAT             ;29/04/2008;09:01;62,100
VICAT             ;30/04/2008;09:01;61,000
ALTRAN TECHN.     ;01/04/2008;09:01;4,960
ALTRAN TECHN.     ;02/04/2008;09:01;5,030
ALTRAN TECHN.     ;03/04/2008;09:01;5,100
ALTRAN TECHN.     ;04/04/2008;09:01;5,080
ALTRAN TECHN.     ;07/04/2008;09:01;5,330
ALTRAN TECHN.     ;08/04/2008;09:01;5,300
ALTRAN TECHN.     ;09/04/2008;09:01;5,180
ALTRAN TECHN.     ;10/04/2008;09:01;5,280
ALTRAN TECHN.     ;11/04/2008;09:01;5,390
ALTRAN TECHN.     ;14/04/2008;09:01;5,170
ALTRAN TECHN.     ;15/04/2008;09:01;5,320
ALTRAN TECHN.     ;16/04/2008;09:01;5,380
ALTRAN TECHN.     ;17/04/2008;09:01;5,960
ALTRAN TECHN.     ;18/04/2008;09:01;5,770
ALTRAN TECHN.     ;21/04/2008;09:01;5,800
