AIR FRANCE - KLM  ;VICAT             ;ALTRAN TECHN.     ;BENETEAU          ;FIMALAC           ;EUROFINS SCIENTIF.;MANITOU B.F.      ;APRIL GROUP       ;SECHE ENVIRON.    ;BOLLORE           ;CARBONE LORRAINE  ;NEXANS            ;GENERALE DE SANTE ;CREDIT AGRICOLE   ;SOPRA GROUP       ;SILIC             ;MAUREL ET PROM    ;ATOS ORIGIN       ;TELEPERFORMANCE   ;HERMES INTL       ;VILMORIN CLAUSE C.;M6-METROPOLE TV   ;DERICHEBOURG      ;UBISOFT ENTERT.   ;TF1               ;EADS              ;ORCO PROPERTY GRP.;SECHILIENNE-SIDEC ;RALLYE            ;SPERIAN PROTECTION;TRIGANO           ;RODRIGUEZ GROUP   ;SEQUANA           ;GFI INFORMATIQUE  ;BONDUELLE         ;FONCIERE DES REGI.;FFP               ;BOURBON           ;HAULOTTE GROUP    ;ALTEN             ;SOITEC SILICON    ;GROUPE STERIA SCA ;SAFRAN            ;IPSOS             ;JC DECAUX SA      ;AIR LIQUIDE       ;CGG VERITAS       ;CARREFOUR         ;CNP ASSURANCES    ;TOTAL             ;GUYENNE GASCOGNE  ;L'OREAL           ;VALLOUREC         ;ACCOR             ;BOUYGUES          ;LAFARGE           ;NEOPOST           ;SANOFI-AVENTIS    ;AXA               ;GROUPE DANONE     ;NATIXIS           ;PERNOD-RICARD     ;IMERYS            ;BIC               ;CIMENTS FRANCAIS  ;LVMH MOET HENNESSY;KAUFMAN ET BROAD  ;EURAZEO           ;FAURECIA          ;WENDEL            ;SODEXO            ;MICHELIN          ;EULER HERMES      ;THALES            ;TOTAL GABON       ;PPR               ;PEUGEOT SA        ;CLUB MEDITERRANEE ;ESSILOR INTL      ;NRJ GROUP         ;SEB               ;HAVAS             ;KLEPIERRE         ;SCHNEIDER ELECTRIC;VEOLIA ENVIRON.   ;UNIBAIL-RODAMCO   ;SAINT-GOBAIN      ;CAP GEMINI        ;INGENICO          ;CANAL +           ;VINCI             ;CASINO GUICH.PER. ;ZODIAC            ;VIVENDI           ;ADECCO SA         ;ALLIANZ AG        ;DEXIA             ;SCHLUMBERGER LTD  ;GENERAL ELECTRIC  ;STMICROELECTRONICS;HSBC HOLDINGS PLC ;ALCATEL LUCENT    ;LAGARDERE SCA     ;VALEO             ;REMY COINTREAU    ;CHRISTIAN DIOR    ;EIFFAGE           ;PUBLICIS GROUPE SA;DASSAULT SYSTEMES ;SOCIETE GENERALE A;BNP PARIBAS       ;GECINA            ;TECHNIP           ;ERAMET            ;RENAULT           ;FRANCE TELECOM    ;HARMONY GOLD      ;THOMSON           ;ORPEA             ;ILIAD             ;SES               ;GEMALTO           ;BIOMERIEUX        ;PAGESJAUNES       ;NEXITY            ;AUTOROUTES P.R.R. ;MAROC TELECOM     ;GDF SUEZ          ;ALSTOM            ;MERCIALYS         ;EUTELSAT COMMUNIC.;EDF               ;IPSEN             ;LEGRAND           ;ARKEMA            ;ADP               ;EDF ENERGIES NOUV ;SCOR REGROUPE     ;NYSE EURONEXT     ;REXEL             ;RHODIA            ;PARIS RE          ;BUREAU VERITAS    ;ARCELORMITTAL     ;ABC ARBITRAGE;ACANTHE DEV.;ACCOR;ADP;AFFINE R.E.;AIR FRANCE -KLM;AIR LIQUIDE;AKKA TECHNOLOGIES;ALCATEL-LUCENT;ALPES (COMPAGNIE);ALSTOM;ALTAMIR AMBOISE;ALTAREA;ALTEN;ALTRAN TECHN.;ANF IMMOBILIER;APRIL;APRR;ARCHOS;ARKEMA;ARTPRICE COM;ASSYSTEM;ATARI;ATOS;AUREA;AVANQUEST SOFTWARE;AVENIR TELECOM;AVIATION LATECOERE;AXA;BCI NAVIGATION;BELIER;BELVEDERE;BENETEAU;BIC;BIOALLIANCE PHARMA;BIOMERIEUX;BNP PARIBAS ACT.A;BOIRON;BOLLORE;BONDUELLE;BONGRAIN;BOURBON;BOURSORAMA;BOUYGUES;BULL;BUREAU VERITAS;CAMBODGE NOM.;CANAL PLUS(STE ED);CAP GEMINI;CARREFOUR;CASINO GUICHARD;CEGEDIM;CEGID GROUP;CGG VERITAS;CHARGEURS;CHRISTIAN DIOR;CIC;CIMENTS FRANCAIS;CLUB MEDITERRANEE;CNP ASSURANCES;COLAS;CREDIT AGRICOLE;DANONE;DASSAULT AVIATION;DASSAULT SYSTEMES;DERICHEBOURG;DEVOTEAM;DIAGNOSTIC MEDICAL;DNXCORP;EADS;EDF;EIFFAGE;ERAMET;ESSILOR INTL.;ESSO;EULER HERMES;EURAZEO;EURO DISNEY;EURO RESSOURCES;EUROFINS SCIENT.;EUROSIC;FAIVELEY TRANSPORT;FAURECIA;FDL;FFP;FIMALAC;FINANCIERE ODET;FONC.DES REGIONS;FONCIERE DES MURS;FONCIERE LYONNAISE;FRANCE TELECOM;FROMAGERIES BEL;GAMELOFT SE;GDF SUEZ;GECI INTL;GECINA NOM.;GEMALTO;GENERAL ELECTRIC;GFI INFORMATIQUE;GL EVENTS;GROUPE CRIT;GROUPE EUROTUNNEL;GROUPE FLO;GROUPE PARTOUCHE;GROUPE STERIA;HAULOTTE GROUP;HAVAS;HERMES INTL;HI-MEDIA;HSBC HOLDINGS;HUBWOO;ICADE;ILIAD;IMERYS;INGENICO;INNATE PHARMA;INTERPARFUMS;INTLE PLANT.HEVEAS;IPSEN;IPSOS;JACQUET METAL SCE;JC DECAUX SA.;KAUFMAN ET BROAD;KLEPIERRE;L'OREAL;LACIE S.A.;LAFARGE;LAGARDERE S.C.A.;LAURENT-PERRIER;LECTRA;LEGRAND;LEXIBOOK LINGUIST.;LISI;LVMH;MAISONS FRANCE;MANITOU BF;MAROC TELECOM;MAUREL ET PROM;MEETIC;MERCIALYS;MERSEN;METABOLIC EXPLORER;METROPOLE TV;MICHELIN;MONTUPET SA;NATIXIS;NATUREX;NEOPOST;NETGEM;NEXANS;NEXITY;NEXTRADIOTV;NICOX;NORBERT DENTRESS.;NRJ GROUP;NYSE EURONEXT;OENEO;ORCO PROPERTY GRP;ORPEA;OXIS INTL;PAGESJAUNES;PARROT;PERNOD RICARD;PEUGEOT;PIERRE VACANCES;PLASTIC OMNIUM;PONCIN YACHTS;PPR;RALLYE;RECYLEX S.A.;REMY COINTREAU;RENAULT;REXEL;RODRIGUEZ GROUP;RUBIS;S.E.B.;SAFRAN;SAFT;SAINT GOBAIN;SANOFI;SARTORIUS STED BIO;SCHLUMBERGER;SCOR SE;SECHE ENVIRONNEM.;SECHILIENNE SIDEC;SEQUANA NR;SES;SILIC;SOCIETE GENERALE;SODEXO;SOITEC;SOMFY SA;SOPRA GROUP;ST DUPONT;STALLERGENES;SWORD GROUP;TECHNIP;TELEPERFORMANCE;TESSI;TF1;THALES;THERMADOR GROUPE;TOTAL;TOTAL GABON;TOUAX;TOUR EIFFEL;TRANSGENE;TRIGANO;UBISOFT ENTERTAIN;UNIBAIL-RODAMCO;VALEO;VALLOUREC;VEOLIA ENVIRON.;VICAT;VILMORIN &amp; CIE;VINCI;VIRBAC;VIVALIS;VIVENDI;VRANKEN-POMMERY;WENDEL;ZODIAC AEROSPACE
01/04/2008;09:01
AIR FRANCE - KLM  ;02/01/2008;09:01;24,340
AIR FRANCE - KLM  ;03/01/2008;09:01;23,660
AIR FRANCE - KLM  ;04/01/2008;09:01;23,160
AIR FRANCE - KLM  ;07/01/2008;09:01;22,360
AIR FRANCE - KLM  ;08/01/2008;09:01;22,590
AIR FRANCE - KLM  ;09/01/2008;09:01;21,420
AIR FRANCE - KLM  ;10/01/2008;09:01;20,810
AIR FRANCE - KLM  ;11/01/2008;09:01;20,650
AIR FRANCE - KLM  ;14/01/2008;09:01;20,540
AIR FRANCE - KLM  ;15/01/2008;09:01;21,110
AIR FRANCE - KLM  ;16/01/2008;09:01;20,040
AIR FRANCE - KLM  ;17/01/2008;09:01;20,400
AIR FRANCE - KLM  ;18/01/2008;09:01;19,520
AIR FRANCE - KLM  ;21/01/2008;09:01;18,500
AIR FRANCE - KLM  ;22/01/2008;09:01;16,880
AIR FRANCE - KLM  ;23/01/2008;09:01;19,300
AIR FRANCE - KLM  ;24/01/2008;09:01;19,800
AIR FRANCE - KLM  ;25/01/2008;09:01;20,500
AIR FRANCE - KLM  ;28/01/2008;09:01;19,180
AIR FRANCE - KLM  ;29/01/2008;09:01;19,680
AIR FRANCE - KLM  ;30/01/2008;09:01;19,740
AIR FRANCE - KLM  ;31/01/2008;09:01;19,380
VICAT             ;02/01/2008;09:01;63,800
VICAT             ;03/01/2008;09:01;63,400
VICAT             ;04/01/2008;09:01;62,110
VICAT             ;07/01/2008;09:01;61,130
VICAT             ;08/01/2008;09:01;60,300
VICAT             ;09/01/2008;09:01;60,500
VICAT             ;10/01/2008;09:01;60,100
VICAT             ;11/01/2008;09:01;60,720
VICAT             ;14/01/2008;09:01;60,910
VICAT             ;15/01/2008;09:01;61,500
VICAT             ;16/01/2008;09:01;60,200
VICAT             ;17/01/2008;09:01;60,800
VICAT             ;18/01/2008;09:01;59,200
VICAT             ;21/01/2008;09:01;56,840
VICAT             ;22/01/2008;09:01;54,800
VICAT             ;23/01/2008;09:01;57,200
VICAT             ;24/01/2008;09:01;55,810
VICAT             ;25/01/2008;09:01;57,400
VICAT             ;28/01/2008;09:01;58,300
VICAT             ;29/01/2008;09:01;56,400
VICAT             ;30/01/2008;09:01;56,800
VICAT             ;31/01/2008;09:01;56,250
ALTRAN TECHN.     ;02/01/2008;09:01;4,120
ALTRAN TECHN.     ;03/01/2008;09:01;4,120
ALTRAN TECHN.     ;04/01/2008;09:01;4,020
ALTRAN TECHN.     ;07/01/2008;09:01;3,790
ALTRAN TECHN.     ;08/01/2008;09:01;3,600
ALTRAN TECHN.     ;09/01/2008;09:01;3,500
ALTRAN TECHN.     ;10/01/2008;09:01;3,510
ALTRAN TECHN.     ;11/01/2008;09:01;3,390
ALTRAN TECHN.     ;14/01/2008;09:01;3,840
ALTRAN TECHN.     ;15/01/2008;09:01;3,840
ALTRAN TECHN.     ;16/01/2008;09:01;3,490
ALTRAN TECHN.     ;17/01/2008;09:01;3,920
ALTRAN TECHN.     ;18/01/2008;09:01;3,810
ALTRAN TECHN.     ;21/01/2008;09:01;3,650
ALTRAN TECHN.     ;22/01/2008;09:01;3,180
ALTRAN TECHN.     ;23/01/2008;09:01;3,540
ALTRAN TECHN.     ;24/01/2008;09:01;3,540
ALTRAN TECHN.     ;25/01/2008;09:01;3,660
ALTRAN TECHN.     ;28/01/2008;09:01;3,540
ALTRAN TECHN.     ;29/01/2008;09:01;3,700
ALTRAN TECHN.     ;30/01/2008;09:01;3,800
ALTRAN TECHN.     ;31/01/2008;09:01;3,790
BENETEAU          ;02/01/2008;09:01;17,850
BENETEAU          ;03/01/2008;09:01;17,560
BENETEAU          ;04/01/2008;09:01;17,660
BENETEAU          ;07/01/2008;09:01;16,650
BENETEAU          ;08/01/2008;09:01;16,570
BENETEAU          ;09/01/2008;09:01;16,450
BENETEAU          ;10/01/2008;09:01;16,160
BENETEAU          ;11/01/2008;09:01;15,430
BENETEAU          ;14/01/2008;09:01;15,450
BENETEAU          ;15/01/2008;09:01;16,360
BENETEAU          ;16/01/2008;09:01;14,920
BENETEAU          ;17/01/2008;09:01;14,720
BENETEAU          ;18/01/2008;09:01;14,070
BENETEAU          ;21/01/2008;09:01;13,970
BENETEAU          ;22/01/2008;09:01;12,000
BENETEAU          ;23/01/2008;09:01;14,700
BENETEAU          ;24/01/2008;09:01;14,480
BENETEAU          ;25/01/2008;09:01;14,640
BENETEAU          ;28/01/2008;09:01;15,000
BENETEAU          ;29/01/2008;09:01;15,700
BENETEAU          ;30/01/2008;09:01;15,970
BENETEAU          ;31/01/2008;09:01;15,640
FIMALAC           ;02/01/2008;09:01;46,590
FIMALAC           ;03/01/2008;09:01;47,630
FIMALAC           ;04/01/2008;09:01;46,870
FIMALAC           ;07/01/2008;09:01;45,900
FIMALAC           ;08/01/2008;09:01;44,570
FIMALAC           ;09/01/2008;09:01;44,510
FIMALAC           ;10/01/2008;09:01;43,200
FIMALAC           ;11/01/2008;09:01;41,750
FIMALAC           ;14/01/2008;09:01;41,400
FIMALAC           ;15/01/2008;09:01;43,700
FIMALAC           ;16/01/2008;09:01;41,310
FIMALAC           ;17/01/2008;09:01;40,200
FIMALAC           ;18/01/2008;09:01;40,590
FIMALAC           ;21/01/2008;09:01;38,000
FIMALAC           ;22/01/2008;09:01;36,990
FIMALAC           ;23/01/2008;09:01;37,320
FIMALAC           ;24/01/2008;09:01;38,200
FIMALAC           ;25/01/2008;09:01;38,400
FIMALAC           ;28/01/2008;09:01;37,560
FIMALAC           ;29/01/2008;09:01;37,350
FIMALAC           ;30/01/2008;09:01;38,400
FIMALAC           ;31/01/2008;09:01;36,650
EUROFINS SCIENTIF.;02/01/2008;09:01;79,250
EUROFINS SCIENTIF.;03/01/2008;09:01;78,000
EUROFINS SCIENTIF.;04/01/2008;09:01;75,520
EUROFINS SCIENTIF.;07/01/2008;09:01;71,750
EUROFINS SCIENTIF.;08/01/2008;09:01;74,000
EUROFINS SCIENTIF.;09/01/2008;09:01;75,750
EUROFINS SCIENTIF.;10/01/2008;09:01;74,000
EUROFINS SCIENTIF.;11/01/2008;09:01;77,500
EUROFINS SCIENTIF.;14/01/2008;09:01;76,510
EUROFINS SCIENTIF.;15/01/2008;09:01;76,000
EUROFINS SCIENTIF.;16/01/2008;09:01;70,000
EUROFINS SCIENTIF.;17/01/2008;09:01;66,900
EUROFINS SCIENTIF.;18/01/2008;09:01;69,600
EUROFINS SCIENTIF.;21/01/2008;09:01;69,980
EUROFINS SCIENTIF.;22/01/2008;09:01;61,200
EUROFINS SCIENTIF.;23/01/2008;09:01;67,100
EUROFINS SCIENTIF.;24/01/2008;09:01;67,000
EUROFINS SCIENTIF.;25/01/2008;09:01;70,000
EUROFINS SCIENTIF.;28/01/2008;09:01;70,000
EUROFINS SCIENTIF.;29/01/2008;09:01;69,500
EUROFINS SCIENTIF.;30/01/2008;09:01;72,000
EUROFINS SCIENTIF.;31/01/2008;09:01;70,500
MANITOU B.F.      ;02/01/2008;09:01;31,900
MANITOU B.F.      ;03/01/2008;09:01;31,200
MANITOU B.F.      ;04/01/2008;09:01;30,110
