30
21 SCIEN
40 PHILOSOPH
40 ESOTERI
40 METAPHYS
40 OVNI
40 UFO
40 TRANSFINI
20 ORDIN
20 INTELLIGEN
20 PSYCH
20 MAGI
20 ANARCH
20 LIBERT
40 PARANORMA
20 MYST



